,Unnamed: 0,cc_num,merchant,category,amt,gender,state,zip,lat,long,city_pop,unix_time,merch_lat,merch_long,age,trans_year,trans_month,trans_hour
237789,237789,4079773899158,208,2,-0.31220241718679614,1,13,83643,1.1993913493772674,-1.9058672929130636,-0.2937360702115831,-1.055007258893494,1.0390661253453144,-1.9728405349811073,58,2019,4,10
118128,118128,3576281490078437,325,8,4.091702542813585,1,15,47470,0.04549142286902832,0.2625627568820292,-0.2879147404909473,-1.0150275498847403,-0.12274456388960564,0.24813019759960636,33,2020,8,23
325533,325533,3529597810116815,227,8,-0.42404404621907493,0,38,17060,0.3802899878298274,0.8961095414267909,-0.28974542579560963,-0.8133746040926727,0.25147606081288654,0.8245541719487823,37,2019,6,8
499199,499199,213157767990030,304,11,6.785967229064276,0,50,82901,0.6045105139932732,-1.381173462661675,-0.20153065790491614,-0.39761435946045587,0.5388352350027891,-1.427778336816812,39,2019,8,3
449411,449411,213180742685905,395,4,1.486784266519281,0,4,95528,0.38799021911358,-2.4590837268634123,-0.2898988237371262,1.1163326062402676,0.2243745210437953,-2.425539275870807,72,2020,12,6
81731,81731,4428780983793657331,325,8,5.239612085694323,1,48,53186,0.880410034446892,0.1466083063069347,0.02261426152846591,-1.2316769380830723,0.8448807586771432,0.17861050484433666,77,2020,7,22
197613,197613,30131826429364,308,4,0.7945494087583928,0,42,37932,-0.513045882335823,0.4417620270647978,1.002014580571641,-1.1710149900019644,-0.5519956851946315,0.5008583326176567,29,2019,4,4
628763,628763,3534093764340240,494,4,1.4142630643276566,1,26,59632,1.5156169592050035,-1.5907660918194815,-0.28774182424236155,-0.06231607230261413,1.4574605224727157,-1.6123674198844797,56,2019,9,23
927641,927641,503874407318,302,8,5.48983939322394,1,43,78248,-1.7629162276776338,-0.6027851905841387,4.990698447587235,0.6183839392060797,-1.698955761796175,-0.6224703458386648,48,2020,1,3
590755,590755,4488258847705225890,69,6,0.29441210726323835,0,40,29170,-0.9024815330407548,0.6603523563022691,-0.12153562398969665,-0.1699030653715151,-1.0855330558280187,0.7162814416279814,94,2019,9,23
108266,108266,3562679455732797,271,8,5.099547662685754,0,20,21658,0.09160679919324322,1.0236108762390321,-0.2813733518673267,-1.4377757600718912,0.27421634600662687,0.9796095623205106,61,2019,3,13
44830,44830,6596735789587928,54,10,0.15035292631666347,1,23,55388,1.267699414544135,-0.26358666604362707,-0.2749849094034323,-1.4511188128157446,1.3026794755418674,-0.30087635176509187,64,2020,7,17
109065,109065,30238755902988,499,0,-0.32386688156439575,0,43,76578,-1.5653909666887313,-0.5133314809068278,-0.28831475493444736,-1.4363978593489652,-1.5671238323661054,-0.5268617590312648,47,2019,3,18
126844,126844,3587960728692500,120,3,-0.23803638432601557,0,12,51006,0.7476798808002112,-0.3908813589826054,-0.2906031659646861,-1.3853649145680471,0.7814471375592403,-0.461229604172903,26,2019,3,8
814889,814889,4430881574719618,316,4,1.6696961211526327,0,5,81642,0.1541190326979092,-1.1943585330593347,-0.293961268402692,0.44211193588947956,0.06620275856232355,-1.1292700548630707,84,2019,12,22
294510,294510,6517217825320610,273,2,-0.3231183597861541,1,25,39665,-1.3578771452249256,0.003360355978074873,-0.29020244565403647,-0.8827885918845851,-1.5041278527216675,0.06314519029500644,65,2019,5,0
115023,115023,6011652924285713,201,12,-0.4180195584009763,0,24,65072,-0.04981946222377308,-0.18033937241536274,-0.28754189263260493,-1.0366110636118102,-0.07849363020411029,-0.12129115452731919,35,2020,7,16
1011410,1011410,4906628655840914250,87,4,1.1938234006354798,1,9,33040,-2.7349193995716603,0.6427712282790796,-0.18523690643056798,0.9473572306243057,-2.822969478053726,0.6943322637374266,36,2020,2,1
387996,387996,4301028321766222513,72,11,5.84607338285213,1,38,15077,0.4068079412799632,0.7151671010525352,-0.2935075602823697,-0.6613642131999199,0.37331931439407345,0.7025033699298104,45,2019,6,22
36777,36777,180064817343047,157,2,-0.3176292000790484,0,17,40170,-0.12467410197733085,0.2690832256166966,-0.2930240465191065,-1.7145724506666482,0.03949107448532675,0.31467010179999,56,2019,1,9
296141,296141,4104312520615374,602,4,1.9788548664325323,0,4,92561,-0.968747585288908,-1.9185119635639203,-0.28816108639735205,0.15168347586248032,-0.9294826794901062,-1.9486709911026672,35,2020,10,5
565176,565176,4301028321766222513,80,5,0.025380904800205106,1,38,15077,0.4068079412799632,0.7151671010525352,-0.2935075602823697,-0.2387228753338851,0.33624457482675657,0.6884583621164378,45,2019,8,18
238491,238491,4229733778084049,303,8,5.210010016673222,1,17,42701,-0.16961007091317076,0.31722772663652543,-0.1332527882523118,-0.2789798961740762,-0.18758137063426236,0.30281677786195,33,2020,9,6
827464,827464,377654590313960,304,11,5.7166414920311714,1,42,37849,-0.49137444935279967,0.44961866178702453,-0.2098497440235264,0.4554645056620444,-0.4108439924166873,0.4065126818591173,54,2019,12,22
185633,185633,2512312531485080,630,11,-0.42573906346897894,1,22,48088,0.7850003611232726,0.5282209547837283,0.15258170114939118,-0.6291445180611813,0.83232184937093,0.5796223437818058,67,2020,8,4
619780,619780,6011706277606006,472,4,1.4382781380462444,1,30,3858,0.8531015516112643,1.3943044908296687,-0.27891935393186085,-0.08229150546853004,1.0020152615313975,1.4290878630895851,71,2019,9,0
55432,55432,4687263141103,253,5,-0.31532125792946986,0,23,56117,0.9842728250666913,-0.394297287122704,-0.2928419009233567,-1.636810614802198,0.9178117417803751,-0.323663902924906,46,2019,2,23
616233,616233,5154903938030655,334,1,0.4015130983666532,0,49,24986,-0.14872939258848752,0.7205017632968602,-0.2768892584737764,-0.09485933998705824,0.007876641439555555,0.7332749461828395,30,2019,9,3
21691,21691,38797410705641,79,8,4.0203663889058,1,34,12460,0.7622982474123956,1.168213655548406,-0.2932459329721109,-1.771214574331461,0.8119953812236493,1.102852790331797,52,2019,1,23
304350,304350,4129767952109660,424,7,-0.2984629261907556,0,23,56548,1.7410135860373273,-0.4785589734450562,-0.29112389527167964,0.19682643171881076,1.8388482355412035,-0.5250858404395257,51,2020,10,22
30301,30301,4220345354880,147,4,1.426676050483498,1,22,48371,0.8441374588773766,0.5046441765714678,-0.2118997099102381,-1.7374929967205677,0.810787502945058,0.5435227987171742,63,2019,1,0
610605,610605,3583635130604947,631,3,-0.11683823306571561,0,38,19149,0.2953773731417996,1.1018138268506552,4.760231281154031,-0.11340306156763492,0.2597478351487937,1.0814575992809825,38,2019,9,9
36890,36890,2254799658404120,626,9,-0.35698897025159043,0,10,31605,-1.4956483550888189,0.5072242925070742,0.01821641228388427,-1.7141343321254943,-1.5960493076108642,0.4561387634179334,36,2019,1,11
982822,982822,4294040533480516,680,6,-0.1220778855134074,0,40,29809,-1.0096172171877376,0.6204150687919654,-0.28685759016844875,0.830308559142638,-0.8361202819074502,0.6096816368300431,37,2020,2,15
112813,112813,2657850734909997,528,11,5.722317782182838,1,22,48206,0.7559938305446062,0.5173049144864722,1.9357690743616587,-1.4285613312801988,0.8370619867507691,0.552017336209099,77,2019,3,22
376403,376403,4560004149983868183,213,6,-0.0693071001473684,0,5,80951,0.06904880758818704,-1.0487091715112928,1.446860489726182,-0.6881129621270343,0.10351899550420074,-1.038253480873159,31,2019,6,23
811239,811239,3565423334076143,238,11,0.02594229613388639,1,15,47838,0.08642535658002959,0.20783636085794682,-0.2806480812224319,0.43786578381429836,0.1387410157482132,0.22354975966300936,85,2019,12,7
944143,944143,3540017235499519,252,12,4.813612343397429,1,21,3905,0.898375145243071,1.4182813992002767,-0.28826839060098375,0.6818334873987147,0.8753504756835796,1.453845098535878,40,2020,1,14
27570,27570,2383461948823908,31,11,6.3927437882279765,1,21,4047,1.0259213789995196,1.4039563048085013,-0.287897475933275,-1.751533660241735,1.1314335871361492,1.401099364516443,67,2019,1,22
802534,802534,3506042666828517,59,8,4.533415691075623,0,49,25049,-0.07888827447501615,0.6272323892077372,-0.2920768894212074,0.4222072122214961,-0.04305327610725394,0.6071878609681564,64,2019,12,23
599141,599141,2288813824604479,385,13,-0.39840717531429715,0,34,10039,0.45093885935448447,1.1838033701452397,4.929722725606402,-0.146035183367873,0.5109918010740269,1.2073574080426974,42,2019,9,12
890125,890125,4742883543039288059,30,10,-0.29267847413765874,0,11,96776,-3.6468138968918637,-4.734575581932244,-0.289228794651301,0.5496840550441678,-3.719567230279787,-4.720236858539709,32,2019,12,22
112273,112273,4958589671582726883,112,7,-0.17615858399136936,1,45,22015,0.04960362181160127,0.9408000566043808,-0.15142074864508645,-1.4295344434896304,0.17404581831754304,0.8763321536267294,73,2019,3,18
127745,127745,378278619832195,334,1,0.43948347977275776,0,37,97403,1.0857314933781517,-2.3925543962556546,0.342467789005173,-0.9712983335965043,1.1742311789328927,-2.4121046137049587,59,2020,8,14
1016309,1016309,4469777115158234880,561,1,-0.2790179516847479,1,19,1844,0.8255591304201125,1.3842020650536322,-0.1376869707255495,0.9649307992035141,0.9284773539490341,1.4356569895111604,43,2020,2,15
113956,113956,30407675418785,322,6,1.1929501252275312,0,34,14816,0.7203344726361772,0.9804611626905927,-0.2924411806127071,-1.423766012487595,0.8728198415260183,0.9083152538585506,32,2019,3,15
334148,334148,4410582919485061752,447,4,0.014208927844619136,1,10,31329,-1.2197487221502157,0.6463835757141903,-0.2636163787227258,0.41819616809289234,-1.0476174344650104,0.601680722283794,54,2020,10,6
181413,181413,373043435942726,277,12,4.643261262032591,1,43,77417,-1.784666465871505,-0.4173075605089872,-0.2860263439042086,-1.219565704335089,-1.7438069516677865,-0.45472045849973863,42,2019,4,23
1110027,1110027,4060579726528237,565,7,-0.27671000953516944,1,16,66070,0.1331765479152243,-0.37895468222111117,-0.285350749330882,1.2487412022776607,0.256106782755212,-0.4379663686270961,75,2020,4,20
1189731,1189731,213198837352314,352,4,1.563406028642313,1,16,67529,-0.09313231633567581,-0.6549180683478165,-0.29295450001891116,1.484983425969579,-0.017265505405700196,-0.6817244993720822,32,2020,5,22
110056,110056,4764202053279782,605,2,-0.07810223104170826,1,35,44412,0.5035413375950951,0.6674749298709857,-0.2854070488786592,-1.4345668882967761,0.5029443022577658,0.7364425977653691,42,2019,3,0
219520,219520,3585740823295298,620,5,-0.4279737855548439,1,43,79252,-0.8357335194530428,-0.6921298812782546,-0.2835590990163246,-1.107446606243421,-0.9547956926993367,-0.6237536143446132,25,2019,4,15
371808,371808,3535808924394848,70,11,6.661021779207514,1,14,62571,0.16729731146710555,0.09267210564661957,-0.2885905272341928,0.6961823961217588,0.059243839987144734,0.09304180146745386,43,2020,11,23
974323,974323,371034293500716,550,4,1.8136618098344508,1,4,96135,0.2927373985784123,-2.2219714686520367,-0.2937393819496877,0.7992262057546836,0.2585495463121428,-2.1777158187972554,57,2020,1,0
1009730,1009730,3540862542587229,14,5,-0.030321590863947208,0,50,82190,1.2329229665928172,-1.4817398406926257,-0.292941253066493,0.9391534492601104,1.3611739144720505,-1.4399830394159352,82,2020,2,19
1275425,1275425,5152054598359927,162,2,-0.05720599806579447,1,18,70056,-1.7042457482017759,0.01404421633114923,-0.11009356883850296,1.707477013251835,-1.5304015537157918,0.08528839791891786,51,2020,6,0
361913,361913,676369110710,591,10,-0.10490112142778335,1,22,48034,0.7811476201213868,0.5057821543739036,-0.041252579206337285,0.6288662435170955,0.6626246846811125,0.4773642043406304,49,2020,11,22
551048,551048,4162872756672112717,147,4,1.7315115446724254,0,40,29129,-0.9193064455566659,0.6228934336765899,-0.2836849450642972,-0.26986262178348724,-0.9153267238934769,0.6460951068455006,62,2019,8,3
1264571,1264571,213161869125933,249,1,-0.41088253828499194,0,21,4226,1.196022426613543,1.4192116945235387,-0.293534054187206,1.6772986200533078,1.0732117796573355,1.4114145283087944,53,2020,6,12
136568,136568,30242921189660,99,2,-0.06426207408631557,1,22,49705,1.3475598203370676,0.41990400431564756,-0.2905712814816365,-0.9083683690466402,1.317625437143475,0.430211415681508,65,2020,8,9
913186,913186,4601636330889,420,6,-0.08278049215571881,1,43,77338,-1.6812149253316353,-0.3674786172568219,0.3499697769064101,0.5880687215715753,-1.8125552265556852,-0.3385712973824987,33,2019,12,15
1233135,1233135,6011681934117244,303,8,5.222305234317391,0,42,37165,-0.44409132284438585,0.20119347081528605,-0.2939314627597511,1.6062057489288781,-0.6219745398971415,0.19005755541972216,67,2020,5,23
1211878,1211878,4239436242473,443,11,5.168224535839428,1,45,22311,0.057996376766844944,0.9525595709249762,0.770527398802238,1.5522412413179303,0.1289721142523529,1.013888632653117,32,2020,5,22
1099326,1099326,4562827002127,328,4,1.353196162586106,1,35,45331,0.3075527782177161,0.40643260857752,-0.21822512968991392,1.2165135574953314,0.12509426135373292,0.38582745664027734,52,2020,4,1
424470,424470,3504178999463051,353,13,-0.42299576827952345,1,35,45801,0.43878712739998016,0.4470287900010535,-0.0042207972759775916,1.0245793124544806,0.42451268591171704,0.4982333357329177,31,2020,12,18
81717,81717,213125815021702,73,4,1.6018925234069068,1,34,12410,0.6967126106846814,1.146395323045051,-0.29284852439956577,-1.5350480440668448,0.6285757768108733,1.076954613579174,92,2019,2,2
106735,106735,60416207185,145,0,3.266916842290688,0,50,82514,0.8800923363264845,-1.3569276407991862,-0.288715475245097,-1.4417824499156382,0.769344283317028,-1.413155306294784,37,2019,3,23
869380,869380,2291163933867244,147,4,1.6177986111945424,1,40,29209,-0.9006887144939781,0.6752516173388702,0.8102914382234775,0.5233332417276645,-0.7924345027858406,0.6398305315847406,55,2019,12,0
1275726,1275726,3560318482131952,394,4,0.3381382544755237,1,1,35651,-0.7995422263713933,0.19982709955924663,-0.2898182840339096,1.7082707040039578,-0.9829620364076959,0.14099337583572671,68,2020,6,3
1284066,1284066,3514897282719543,212,3,0.16884757896319527,1,34,14425,0.8708721266573428,0.9388740545679423,-0.25867138716068916,1.7233043375781392,0.7254001763717418,0.9396332648958293,71,2020,6,8
283384,283384,377550167323848,165,1,0.16360792651550343,1,21,4210,1.0948365358855345,1.4526659864998683,-0.21784427980789156,-0.9176904262693376,1.1881692268172266,1.4228526246597681,65,2019,5,20
246536,246536,3583093681934489,467,12,5.647527981173522,0,17,40209,-0.06846628534045283,0.3251989302330853,2.1442164941377606,-1.024767578938499,-0.17846617714161256,0.39654520308297825,62,2019,5,22
276198,276198,3533800906065217,475,8,5.015713223522685,0,29,68932,0.3465613575871584,-0.6185493355540838,-0.2925305975415297,-0.9374330164850134,0.3910854190617354,-0.634442677499635,83,2019,5,22
943337,943337,349612764943496,474,2,-0.39435268234882137,1,17,40914,-0.2823239262774714,0.4837343355947352,-0.2926167027322478,0.6791747168277791,-0.38555056723226205,0.4214360518187079,39,2020,1,4
971848,971848,3560725013359375,168,5,0.013965947682019376,0,43,79759,-1.315598149605318,-0.909579145158289,-0.2940871144506646,0.7855014766312166,-1.3884922950246221,-0.8699233923480325,54,2020,1,23
802870,802870,3554421171166228,229,2,-0.39029818938334554,0,24,64080,0.04891407621668639,-0.2920011412250644,-0.2515544619740277,0.42291383995744214,-0.012723828281385418,-0.29623614447189456,77,2019,12,2
